Name,Age,Nationality,Team,Category,Formats,AVG_Place,TTL_First,TTL_Top_Ten,TTL_Races_2023,AVG_T_Behind_First,XCOWCP,XCCWCP
Emmy LAN,20,Canada,FORBIDDEN SYNTHESIS TEAM,"['Women', 'U21']",['EDR'],8,5,7,11,0,0,0
Zachary REBITT,19,Canada,FORBIDDEN SYNTHESIS TEAM,"['Men', 'U21']",['EDR'],20,0,0,3,0,0,0
Connor Fearon,30,Australia,FORBIDDEN SYNTHESIS TEAM,"['Men', 'Elite']",[],47,0,1,10,0,0,0
Victor VERREAULT,25,Canada,FORESCO HOLDING PROCO RL PRO TEAM,"['Men', 'Elite']","['XCO', 'XCC']",0,0,0,0,0,0,0
Victor Verreault,25,Canada,FORESCO HOLDING PROCO RL PRO TEAM,"['Men', 'Elite']",[],75,0,0,8,0,0,0
Leandre Bouchard,32,Canada,FORESCO HOLDING PROCO RL PRO TEAM,"['Men', 'Elite']",[],49,0,0,8,0,0,0
Lucrezia BRAIDA,20,Italy,FOUR ES INTERNATIONAL PROJECT,"['U23', 'Women']","['XCO', 'XCC']",47,0,0,1,0,0,0
Line MYGDAM,21,Denmark,FOUR ES INTERNATIONAL PROJECT,"['U23', 'Women']","['XCO', 'XCC']",61,0,0,1,0,0,0
Neko MULALLY,31,United States,FRAMEWORKS RACING,"['Men', 'Elite']",[],58,0,0,3,0,0,0
Colin MULALLY,19,United States,FRAMEWORKS RACING,"['Men', 'Junior']",[],39,0,0,1,0,0,0
Duke MILLINGTON,26,Australia,FUSION RACING,"['Men', 'Elite']",[],119,0,0,1,0,0,0
Joshua ARCUS,22,Australia,FUSION RACING,"['Men', 'Elite']",[],59,0,0,6,0,0,0
William IRELAND,18,Australia,FUSION RACING,"['Men', 'Junior']",[],50,0,0,4,0,0,0
Kael FOALE,19,Australia,FUSION RACING,"['Men', 'Junior']",[],23,0,2,8,0,0,0
Alex Lord,18,Australia,FUSION RACING,"['Men', 'Junior']",[],57,0,0,4,0,0,0
Ellie Smith,17,Australia,FUSION RACING,"['Women', 'Elite']",[],22,0,0,4,0,0,0
Pascal TINNER,33,Switzerland,GAMUX FACTORY RACING,"['Men', 'Elite']",[],0,0,0,0,0,0,0
Mike HUTER,18,Switzerland,GAMUX FACTORY RACING,"['Men', 'Junior']",[],10,0,8,15,0,0,0
Lino LEHMANN,22,Switzerland,GAMUX FACTORY RACING,"['Men', 'Elite']",[],73,0,0,9,0,0,0
Jan ŠKARNITZL,38,Czech Republic,GAPP SYSTEM - KOLOFIX MTB RACING TEAM,"['Men', 'Elite']","['XCO', 'XCC']",0,0,0,0,0,0,0
Tanja ŽAKELJ,36,Slovenia,GAPP SYSTEM - KOLOFIX MTB RACING TEAM,"['Women', 'Elite']","['XCO', 'XCC']",41,0,0,9,0,0,0
Lukáš KOBES,28,Czech Republic,GAPP SYSTEM - KOLOFIX MTB RACING TEAM,"['Men', 'Elite']","['XCO', 'XCC']",70,0,0,7,0,0,0
Jitka ČÁBELICKÁ,34,Czech Republic,GAPP SYSTEM - KOLOFIX MTB RACING TEAM,"['Women', 'Elite']","['XCO', 'XCC']",0,0,0,0,0,0,0
Jan Skarnitzl,38,Czech Republic,GAPP SYSTEM - KOLOFIX MTB RACING TEAM,"['Men', 'Elite']",[],62,0,0,6,0,0,0
Jitka Cabelicka,34,Czech Republic,GAPP SYSTEM - KOLOFIX MTB RACING TEAM,"['Women', 'Elite']",[],33,0,0,14,0,0,0
Alexandre FAYOLLE,29,France,GASGAS MOTOREX RACING,"['Men', 'Elite', 'Men']",['E-EDR'],10,0,3,4,0,0,0
Simon CARLSSON,27,Sweden,GASGAS MOTOREX RACING,"['Men', 'Elite', 'Men']",['E-EDR'],23,0,0,5,0,0,0
Johannes FISCHBACH,36,Germany,GASGAS SRAM RACING,"['Men', 'Elite', 'Men']",['E-EDR'],11,0,2,4,0,0,0
Alex MARIN,27,Spain,GASGAS SRAM RACING,"['Men', 'Elite', 'Men']",['E-EDR'],6,0,3,4,0,0,0
Gaëtan VIGE,26,France,GEN-S,"['Men', 'Elite']",[],53,0,2,8,0,0,0
Raphaël GIAMBI,18,France,GEN-S,"['Men', 'Junior']",[],0,0,0,0,0,0,0
Izabela YANKOVA,20,Bulgaria,GEN-S,"['Women', 'Elite']",[],16,0,0,4,0,0,0
Christopher GRICE,21,United States,GEN-S,"['Men', 'Elite']",[],46,0,0,12,0,0,0
Caroline BOHÉ,25,Denmark,GHOST FACTORY RACING,"['Women', 'Elite']","['XCO', 'XCC']",0,0,0,0,0,0,0
Finja LIPP,21,Germany,GHOST FACTORY RACING,"['Women', 'U23']","['XCO', 'XCC']",20,0,1,11,0,0,0
Nicole KOLLER,27,Switzerland,GHOST FACTORY RACING,"['Women', 'Elite']","['XCO', 'XCC']",16,0,3,12,0,0,0
Anne Terpstra,33,Netherlands,GHOST FACTORY RACING,"['Women', 'Elite']",[],10,0,9,16,0,0,0
Isla Short,28,United Kingdom,GHOST FACTORY RACING,"['Women', 'Elite']",[],33,0,0,10,0,0,0
Caroline Bohe,25,Denmark,GHOST FACTORY RACING,"['Women', 'Elite']",[],17,0,2,16,0,0,0
Luke MEIER-SMITH,22,Australia,GIANT FACTORY OFF-ROAD TEAM - EDR,"['Men', 'Elite']",['EDR'],27,1,2,8,0,0,0
Remy MEIER-SMITH,20,Australia,GIANT FACTORY OFF-ROAD TEAM - EDR,"['Men', 'Elite']",['EDR'],30,0,4,19,0,0,0
Remi THIRION,34,France,GIANT FACTORY OFF-ROAD TEAM - DH,"['Men', 'Elite']",[],23,0,2,18,0,0,0
Mckay VEZINA,29,Canada,GIANT FACTORY OFF-ROAD TEAM - EDR,"['Men', 'Elite']",['EDR'],24,0,0,5,0,0,0
Youn DENIAUD,28,France,GIANT FACTORY OFF-ROAD TEAM - EDR,"['Men', 'Elite']",['EDR'],8,1,6,7,0,0,0
Luke MEIER-SMITH,22,Australia,GIANT FACTORY OFF-ROAD TEAM - EDR,"['Men', 'Elite']",['EDR'],27,1,2,8,0,0,0
Remy MEIER-SMITH,20,Australia,GIANT FACTORY OFF-ROAD TEAM - EDR,"['Men', 'Elite']",['EDR'],30,0,4,19,0,0,0
Joshua CARLSON,38,Australia,GIANT FACTORY OFF-ROAD TEAM - EDR,"['Men', 'Elite', 'Men']",['E-EDR'],17,0,3,7,0,0,0
Jens SCHUERMANS,31,Belgium,GIANT FACTORY OFF-ROAD TEAM - XC,"['Men', 'Elite']","['XCO', 'XCC']",15,0,7,15,0,0,0
Antoine PHILIPP,27,France,GIANT FACTORY OFF-ROAD TEAM - XC,"['Men', 'Elite']","['XCO', 'XCC']",29,0,0,6,0,0,0
Carter WOODS,23,Canada,GIANT FACTORY OFF-ROAD TEAM - XC,"['Men', 'U23']","['XCO', 'XCC']",5,3,12,15,0,0,0
Alexandre BALMER,24,Switzerland,GIANT FACTORY OFF-ROAD TEAM - XC,"['Men', 'Elite']","['XCO', 'XCC']",38,0,0,5,0,0,0
Robin JANSER,24,Switzerland,GIANT Swiss Enduro Team,[],['EDR'],60,0,1,5,0,0,0
Lars BÜNGEN,19,Switzerland,GIANT Swiss Enduro Team,[],['EDR'],28,1,1,5,0,0,0
Lasse ESCHLER,19,Germany,GIANT Swiss Enduro Team,[],['EDR'],26,0,1,4,0,0,0
Jess BLEWITT,22,New Zealand,GT-CONTINENTAL FACTORY RACING,"['Women', 'Elite']",[],9,0,6,7,0,0,0
Ethan CRAIK,21,United Kingdom,GT-CONTINENTAL FACTORY RACING,"['Men', 'Elite']",[],18,0,7,13,0,0,0
Ryan PINKERTON,19,United States,GT-CONTINENTAL FACTORY RACING,"['Men', 'Junior']",[],4,8,11,13,0,0,0
Katy Winton,31,United Kingdom,GT-CONTINENTAL FACTORY RACING,"['Women', 'Elite']",['EDR'],16,0,2,6,0,0,0
Wyn MASTERS,37,New Zealand,GT-CONTINENTAL FACTORY RACING,"['Men', 'Elite']",[],65,0,0,8,0,0,0
Jessica Blewitt,22,New Zealand,GT-CONTINENTAL FACTORY RACING,"['Women', 'Elite']",[],0,0,0,0,0,0,0
Robert WILLIAMS,34,United Kingdom,HAIBIKE,"['Men', 'Elite', 'Men']",['E-EDR'],24,0,0,4,0,0,0
Alia MARCELLINI,33,Italy,HAIBIKE,"['Women', 'Elite']",['E-EDR'],6,0,4,4,0,0,0
Léa DESLANDES,38,France,HAIBIKE,"['Women', 'Elite']",['E-EDR'],0,0,0,0,0,0,0
Anna SPIELMANN,26,Austria,HAIBIKE,"['Women', 'Elite']",['E-EDR'],7,0,2,2,0,0,0
Andrea GARIBBO,35,Italy,HAIBIKE,"['Men', 'Elite', 'Men']",['E-EDR'],14,0,1,4,0,0,0
Kevin FANTINATO,25,Italy,HUBBERS - POLIMEDICAL RACING TEAM,"['Men', 'Elite']","['XCO', 'XCC']",0,0,0,0,0,0,0
Silvano BRUGIAFREDDO,23,Italy,HUBBERS - POLIMEDICAL RACING TEAM,"['U23', 'Men']","['XCO', 'XCC']",0,0,0,0,0,0,0
FRANCO PEÑA,22,Colombia,HUBBERS - POLIMEDICAL RACING TEAM,"['Men', 'U23']","['XCO', 'XCC']",42,0,0,9,0,0,0
Diego Alfonso Arias Cuervo,36,Colombia,HUBBERS - POLIMEDICAL RACING TEAM,"['Men', 'Elite']",[],25,1,2,5,0,0,0
Louise PAULIN,46,Sweden,IBIS ENDURO TEAM,"['Women', 'Elite']",['EDR'],29,0,0,3,0,0,0
Zakarias JOHANSEN,32,Sweden,IBIS ENDURO TEAM,"['Men', 'Elite']",['EDR'],15,1,3,7,0,0,0
Cole LUCAS,26,New Zealand,IBIS ENDURO TEAM,"['Men', 'Elite']",['EDR'],26,0,1,6,0,0,0
Raphaela RICHTER,27,Germany,IBIS ENDURO TEAM,"['Women', 'Elite']",['EDR'],6,1,5,6,0,0,0
Colton PETERSON,25,United States,IBIS ENDURO TEAM,"['Men', 'Elite']",['EDR'],32,0,1,7,0,0,0
Robin Wallner,36,Sweden,IBIS ENDURO TEAM,"['Men', 'Master', '35+']",[],17,0,1,5,0,0,0
Sebastian HOLGUIN VILLA,20,Colombia,IJ RACING-CHIGÜIRO EXTREMO TEAM,"['Men', 'Elite']",[],0,0,0,0,0,0,0
Ton RUSIÑOL SALA,18,Spain,IJ RACING-CHIGÜIRO EXTREMO TEAM,"['Men', 'Junior']",[],46,0,0,4,0,0,0
Juan MUÑOZ,21,Colombia,IJ RACING-CHIGÜIRO EXTREMO TEAM,"['Men', 'Elite']",[],44,0,1,12,0,0,0
Christine LEWIS,18,Mexico,IJ RACING-CHIGÜIRO EXTREMO TEAM,"['Women', 'Junior']",[],18,0,0,6,0,0,0
Jacobo MEJIA,18,Colombia,IJ RACING-CHIGÜIRO EXTREMO TEAM,"['Men', 'Junior']",[],0,0,0,0,0,0,0
Oriol LLAUDO CRESPO,18,Spain,IJ RACING-CHIGÜIRO EXTREMO TEAM,"['Men', 'Junior']",[],53,0,0,5,0,0,0
Sebastian Holguin,20,Colombia,IJ RACING-CHIGÜIRO EXTREMO TEAM,"['Men', 'Elite']",[],48,0,0,9,0,0,0
Toby DRISCOLL,20,United Kingdom,IMPACT  RACING,"['Men', 'Elite']",[],133,0,0,3,0,0,0
Stuart JONES,39,United Kingdom,IMPACT  RACING,"['Men', 'Elite']",[],0,0,0,0,0,0,0
Tomas ELSMORE,21,United Kingdom,IMPACT  RACING,"['Men', 'Elite']",[],142,0,0,3,0,0,0
Alfie HEMING,18,United Kingdom,IMPACT  RACING,"['Men', 'Junior']",[],26,0,0,9,0,0,0
Roger Vieira,30,Brazil,IMPACT  RACING,"['Men', 'Elite']",[],39,0,0,16,0,0,0
Thomas PIDCOCK,25,United Kingdom,INEOS GRENADIERS,"['Men', 'Elite']","['XCO', 'XCC']",6,3,6,8,0,0,0
Pauline FERRAND PREVOT,32,France,INEOS GRENADIERS,"['Women', 'Elite']",[],4,1,11,11,0,0,0
Aaron GWIN,37,United States,INTENSE FACTORY RACING,"['Men', 'Elite']",[],0,0,0,0,0,0,0
Joe Breeden,25,United Kingdom,INTENSE FACTORY RACING,"['Men', 'Elite']",[],46,0,0,16,0,0,0
Seth Sherlock,22,Canada,INTENSE FACTORY RACING,"['Men', 'Elite']",[],40,0,0,10,0,0,0
Dakotah Norton,32,United States,INTENSE FACTORY RACING,"['Men', 'Elite']",[],23,0,11,22,0,0,0
Karl MARKT,44,Austria,JB BRUNEX SUPERIOR FACTORY RACING,"['Men', 'Elite']","['XCO', 'XCC']",63,0,0,1,0,0,0
Gregor RAGGL,32,Austria,JB BRUNEX SUPERIOR FACTORY RACING,"['Men', 'Elite']","['XCO', 'XCC']",48,0,0,8,0,0,0
Virág BUZSÁKI,24,Hungary,JB BRUNEX SUPERIOR FACTORY RACING,"['Women', 'Elite']","['XCO', 'XCC']",36,0,0,14,0,0,0
Tomer ZALTSMAN,25,Israel,JB BRUNEX SUPERIOR FACTORY RACING,"['Men', 'Elite']","['XCO', 'XCC']",68,0,0,3,0,0,0
Finn TREUDLER,21,Switzerland,JB BRUNEX SUPERIOR FACTORY RACING,"['Men', 'U23']","['XCO', 'XCC']",21,0,1,16,0,0,0
Anina HUTTER,19,Switzerland,JB BRUNEX SUPERIOR FACTORY RACING,"['Women', 'Junior']","['XCO', 'XCC']",0,0,0,0,0,0,0
Ramona FORCHINI,30,Switzerland,JB BRUNEX SUPERIOR FACTORY RACING,"['Women', 'Elite']","['XCO', 'XCC']",27,0,1,11,0,0,0
Simona SPĚŠNÁ,20,Czech Republic,JB BRUNEX SUPERIOR FACTORY RACING,"['Women', 'U23']","['XCO', 'XCC']",0,0,0,0,0,0,0
Karol OSTASZEWSKI,26,Poland,JBG2-Team,"['Men', 'Elite']",['XCM'],86,0,0,3,0,0,0
Krzysztof LUKASIK,31,Poland,JBG2-Team,"['Men', 'Elite']",['XCM'],35,0,0,3,0,0,0
MAKSYMILIAN WISNIOWSKI,20,Poland,JBG2-Team,"['U23', 'Men']",['XCM'],109,0,0,1,0,0,0
Michal PALUTA,29,Poland,JBG2-Team,"['Men', 'Elite']",['XCM'],36,0,0,1,0,0,0
Michal GLANZ,28,Poland,JBG2-Team,"['Men', 'Elite']",['XCM'],26,0,0,1,0,0,0
Pawel BERNAS,34,Poland,JBG2-Team,"['Men', 'Elite']",['XCM'],82,0,0,2,0,0,0
Kimi VIARDOT,19,France,K BIKE,"['Men', 'Junior']",[],13,0,8,14,0,0,0
Eliott BAUD,26,France,K BIKE,"['Men', 'Elite']",[],0,0,0,0,0,0,0
Eliott BAUD,26,France,K BIKE,"['Men', 'Elite']",[],73,0,0,7,0,0,0
Jan SOMMER,24,Switzerland,KA BOOM - KRAPF,"['Men', 'Elite']","['XCO', 'XCC']",80,0,0,5,0,0,0
Jean-Luc HALTER,22,Switzerland,KA BOOM - KRAPF,"['U23', 'Men']","['XCO', 'XCC']",63,0,0,3,0,0,0
Ursin SPESCHA,26,Switzerland,KA BOOM - KRAPF,"['Men', 'Elite']","['XCO', 'XCC']",65,0,0,5,0,0,0
Fabrice WALSER,18,Switzerland,KA BOOM - KRAPF,[],"['XCO', 'XCC']",0,0,0,0,0,0,0
Julian HUNZIKER,18,Switzerland,KA BOOM - KRAPF,[],"['XCO', 'XCC']",0,0,0,0,0,0,0
Lars SOMMER,22,Switzerland,KA BOOM - KRAPF,"['U23', 'Men']","['XCO', 'XCC']",60,0,0,4,0,0,0
Sven SOMMER,18,Switzerland,KA BOOM - KRAPF,[],"['XCO', 'XCC']",0,0,0,0,0,0,0
Remo EGLI,22,Switzerland,KA BOOM - KRAPF,"['U23', 'Men']","['XCO', 'XCC']",98,0,0,4,0,0,0
Nicolas HALTER,18,Switzerland,KA BOOM - KRAPF,[],"['XCO', 'XCC']",0,0,0,0,0,0,0
Kalani MUIRHEAD,21,New Zealand,KIWIDH,"['Women', 'Elite']",[],20,0,1,8,0,0,0
William HARVEY,19,New Zealand,KIWIDH,"['Men', 'Junior']",[],56,0,0,6,0,0,0
Tyler MUIRHEAD,19,New Zealand,KIWIDH,"['Men', 'Junior']",[],55,0,0,7,0,0,0
Ryan HASTINGS,18,New Zealand,KIWIDH,"['Men', 'Junior']",[],28,0,0,4,0,0,0
Sacha EARNEST,18,New Zealand,KIWIDH,"['Women', 'Junior']",[],5,3,9,10,0,0,0
Wyatt STEVENS-MCNAB,18,New Zealand,KIWIDH,"['Men', 'Junior']",[],0,0,0,0,0,0,0
Josh BONNAR,19,New Zealand,KIWIDH,"['Men', 'Junior']",[],42,0,0,4,0,0,0
Cameron Beck,20,New Zealand,KIWIDH,"['Men', 'Elite']",[],0,0,0,0,0,0,0
Josh Barry,21,New Zealand,KIWIDH,"['Men', 'Elite']",[],155,0,0,5,0,0,0
Carter Wiffin,20,New Zealand,KIWIDH,"['Men', 'Elite']",[],142,0,0,3,0,0,0
Ole REKDAHL,23,Norway,KMC MTB RACING TEAM,"['Men', 'U23']","['XCO', 'XCC']",22,0,2,11,0,0,0
Yana BELOMOINA,32,Ukraine,KMC MTB RACING TEAM,"['Women', 'Elite']","['XCO', 'XCC']",33,0,0,12,0,0,0
David NORDEMANN,27,Netherlands,KMC MTB RACING TEAM,"['Men', 'Elite']","['XCO', 'XCC']",37,0,0,3,0,0,0
Lotte KOOPMANS,31,Netherlands,KMC MTB RACING TEAM,"['Women', 'Elite']","['XCO', 'XCC']",39,0,0,9,0,0,0
Janika LÕIV,35,Estonia,KMC MTB RACING TEAM,"['Women', 'Elite']","['XCO', 'XCC']",19,0,0,15,0,0,0
Martins Blums,29,Latvia,KMC MTB RACING TEAM,"['Men', 'Elite']",[],12,0,7,16,0,0,0
Oleksandr Hudyma,21,Ukraine,KMC MTB RACING TEAM,"['Men', 'U23']",[],23,0,2,15,0,0,0
Mattia LONGA,36,Italy,KTM ALCHEMIST POWERED BY BRENTA BRAKES,"['Men', 'Elite']",['XCM'],49,0,0,1,0,0,0
Nicolas SAMPARISI,32,Italy,KTM ALCHEMIST POWERED BY BRENTA BRAKES,"['Men', 'Elite']",['XCM'],12,0,2,4,0,0,0
Lorenzo SAMPARISI,31,Italy,KTM ALCHEMIST POWERED BY BRENTA BRAKES,"['Men', 'Elite']",['XCM'],18,0,0,3,0,0,0
Cristian CALLIGARO,22,Italy,KTM ALCHEMIST POWERED BY BRENTA BRAKES,"['Men', 'Elite']",['XCM'],0,0,0,0,0,0,0
Nadja HEIGL,28,Austria,KTM ALCHEMIST POWERED BY BRENTA BRAKES,"['Women', 'Elite']",['XCM'],0,0,0,0,0,0,0
Dario Cherchi,23,Italy,KTM ALCHEMIST POWERED BY BRENTA BRAKES,"['Men', 'Elite']",['XCM'],25,0,0,3,0,0,0
Maximilian FOIDL,29,Austria,KTM FACTORY MTB TEAM,"['Men', 'Elite']","['XCO', 'XCC']",42,0,0,14,0,0,0
Corina DRUML,25,Austria,KTM FACTORY MTB TEAM,"['Women', 'Elite']","['XCO', 'XCC']",72,0,0,1,0,0,0
Leonie DAUBERMANN,25,Germany,KTM FACTORY MTB TEAM,"['Women', 'Elite']","['XCO', 'XCC']",33,0,0,6,0,0,0
Katharina SADNIK,21,Austria,KTM FACTORY MTB TEAM,"['U23', 'Women']","['XCO', 'XCC']",0,0,0,0,0,0,0
Bartlomiej Wawak,31,Poland,KTM FACTORY MTB TEAM,"['Men', 'Elite']",[],28,0,0,14,0,0,0
Mathis Guay,22,France,KTM FACTORY MTB TEAM,"['Men', 'U23']",[],13,0,8,15,0,0,0
Katharina Sadnik,21,Austria,KTM FACTORY MTB TEAM,"['Women', 'U23']",[],26,0,0,10,0,0,0
Michael PECIS,21,Italy,KTM PROTEK ELETTROSYSTEM,"['U23', 'Men']","['XCO', 'XCC']",74,0,0,4,0,0,0
Chiara TEOCCHI,28,Italy,KTM PROTEK ELETTROSYSTEM,"['Women', 'Elite']","['XCO', 'XCC']",25,0,0,15,0,0,0
Marco BETTEO,20,Italy,KTM PROTEK ELETTROSYSTEM,"['U23', 'Men']","['XCO', 'XCC']",66,0,0,4,0,0,0
Yannick PARISI,21,Italy,KTM PROTEK ELETTROSYSTEM,"['U23', 'Men']","['XCO', 'XCC']",0,0,0,0,0,0,0
Andreas VITTONE,23,Italy,KTM PROTEK ELETTROSYSTEM,"['U23', 'Men']","['XCO', 'XCC']",0,0,0,0,0,0,0
Alessio AGOSTINELLI,27,Italy,KTM PROTEK ELETTROSYSTEM,"['Men', 'Elite']","['XCO', 'XCC']",59,0,0,4,0,0,0
Marta ZANGA,22,Italy,KTM PROTEK ELETTROSYSTEM,"['U23', 'Women']","['XCO', 'XCC']",0,0,0,0,0,0,0
Carlo CORTESI,20,Italy,KTM PROTEK ELETTROSYSTEM,"['U23', 'Men']",[],136,0,0,1,0,0,0
Vittone Andreas Emanuele,23,Italy,KTM PROTEK ELETTROSYSTEM,"['Men', 'U23']",[],16,0,6,15,0,0,0
Jose RAMIREZ DE ARELLANO PASCUAL,24,Spain,LA NUCIA BH COLOMA ACADEMY,"['Men', 'Elite']","['XCO', 'XCC']",91,0,0,1,0,0,0
